state,district,period,enrolment_count
Delhi,East Delhi,2025-12,71
Delhi,East Delhi,NaT,1658
Delhi,Najafgarh,2025-02,1
Delhi,Najafgarh,2025-03,1
Delhi,Najafgarh,2025-06,2
Delhi,Najafgarh,2025-12,2
Delhi,Najafgarh,NaT,11
Delhi,New Delhi,2025-01,1458
Delhi,New Delhi,2025-02,5
Delhi,New Delhi,2025-04,1
Delhi,New Delhi,2025-06,3
Delhi,New Delhi,2025-09,4
Delhi,New Delhi,2025-10,3
Delhi,New Delhi,2025-11,5
Delhi,New Delhi,2025-12,4
Delhi,New Delhi,NaT,47
Delhi,North Delhi,2025-01,1562
Delhi,North Delhi,2025-02,34
Delhi,North Delhi,2025-03,38
Delhi,North Delhi,2025-04,36
Delhi,North Delhi,2025-05,1
Delhi,North Delhi,2025-06,65
Delhi,North Delhi,2025-07,16
Delhi,North Delhi,2025-08,23
Delhi,North Delhi,2025-09,42
Delhi,North Delhi,2025-10,49
Delhi,North Delhi,2025-11,39
Delhi,North Delhi,2025-12,31
Delhi,North Delhi,NaT,745
Delhi,North East,2025-01,28
Delhi,North East,2025-02,27
Delhi,North East,2025-03,20
Delhi,North East,2025-04,27
Delhi,North East,2025-05,5
Delhi,North East,2025-06,39
Delhi,North East,2025-07,9
Delhi,North East,2025-08,37
Delhi,North East,2025-09,38
Delhi,North East,2025-10,26
Delhi,North East,2025-11,21
Delhi,North East,2025-12,22
Delhi,North East,NaT,510
Delhi,North East   *,NaT,2
Delhi,North East Delhi,2025-01,6149
Delhi,North East Delhi,2025-02,95
Delhi,North East Delhi,2025-03,101
Delhi,North East Delhi,2025-04,97
Delhi,North East Delhi,2025-05,16
Delhi,North East Delhi,2025-06,117
Delhi,North East Delhi,2025-07,29
Delhi,North East Delhi,2025-08,122
Delhi,North East Delhi,2025-09,99
Delhi,North East Delhi,2025-10,87
Delhi,North East Delhi,2025-11,96
Delhi,North East Delhi,2025-12,75
Delhi,North East Delhi,NaT,1753
Delhi,North West Delhi,2025-01,4077
Delhi,North West Delhi,2025-02,182
Delhi,North West Delhi,2025-03,151
Delhi,North West Delhi,2025-04,206
Delhi,North West Delhi,2025-05,50
Delhi,North West Delhi,2025-06,233
Delhi,North West Delhi,2025-07,40
Delhi,North West Delhi,2025-08,207
Delhi,North West Delhi,2025-09,185
Delhi,North West Delhi,2025-10,202
Delhi,North West Delhi,2025-11,194
Delhi,North West Delhi,2025-12,184
Delhi,North West Delhi,NaT,3163
Delhi,Shahdara,2025-01,1260
Delhi,Shahdara,2025-02,9
Delhi,Shahdara,2025-03,8
Delhi,Shahdara,2025-04,2
Delhi,Shahdara,2025-05,5
Delhi,Shahdara,2025-06,10
Delhi,Shahdara,2025-07,1
Delhi,Shahdara,2025-08,17
Delhi,Shahdara,2025-09,5
Delhi,Shahdara,2025-10,11
Delhi,Shahdara,2025-11,9
Delhi,Shahdara,2025-12,10
Delhi,Shahdara,NaT,132
Delhi,South Delhi,2025-01,3227
Delhi,South Delhi,2025-02,142
Delhi,South Delhi,2025-03,129
Delhi,South Delhi,2025-04,148
Delhi,South Delhi,2025-05,46
Delhi,South Delhi,2025-06,155
Delhi,South Delhi,2025-07,58
Delhi,South Delhi,2025-08,182
Delhi,South Delhi,2025-09,160
Delhi,South Delhi,2025-10,169
Delhi,South Delhi,2025-11,145
Delhi,South Delhi,2025-12,140
Delhi,South Delhi,NaT,2831
Delhi,South East Delhi,2025-02,1
Delhi,South East Delhi,2025-03,2
Delhi,South East Delhi,2025-05,2
Delhi,South East Delhi,2025-07,2
Delhi,South East Delhi,2025-09,1
Delhi,South East Delhi,2025-11,1
Delhi,South East Delhi,2025-12,4
Delhi,South East Delhi,NaT,9
Delhi,South West Delhi,2025-01,2650
Delhi,South West Delhi,2025-02,103
Delhi,South West Delhi,2025-03,99
Delhi,South West Delhi,2025-04,99
Delhi,South West Delhi,2025-05,23
Delhi,South West Delhi,2025-06,135
Delhi,South West Delhi,2025-07,21
Delhi,South West Delhi,2025-08,123
Delhi,South West Delhi,2025-09,116
Delhi,South West Delhi,2025-10,128
Delhi,South West Delhi,2025-11,115
Delhi,South West Delhi,2025-12,149
Delhi,South West Delhi,NaT,1830
Delhi,West Delhi,2025-01,11837
Delhi,West Delhi,2025-02,120
Delhi,West Delhi,2025-03,122
Delhi,West Delhi,2025-04,178
Delhi,West Delhi,2025-05,25
Delhi,West Delhi,2025-06,170
Delhi,West Delhi,2025-07,28
Delhi,West Delhi,2025-08,127
Delhi,West Delhi,2025-09,395
Delhi,West Delhi,2025-10,117
Delhi,West Delhi,2025-11,117
Delhi,West Delhi,2025-12,135
Delhi,West Delhi,NaT,1993
Goa,Bardez,NaT,1
Goa,North Goa,2025-01,60
Goa,North Goa,2025-02,27
Goa,North Goa,2025-03,18
Goa,North Goa,2025-04,16
Goa,North Goa,2025-05,10
Goa,North Goa,2025-06,9
Goa,North Goa,2025-08,32
Goa,North Goa,2025-09,24
Goa,North Goa,2025-10,34
Goa,North Goa,2025-11,19
Goa,North Goa,2025-12,23
Goa,North Goa,NaT,432
Goa,South Goa,2025-01,15
Goa,South Goa,2025-02,10
Goa,South Goa,2025-03,17
Goa,South Goa,2025-04,22
Goa,South Goa,2025-05,14
Goa,South Goa,2025-06,7
Goa,South Goa,2025-07,2
Goa,South Goa,2025-08,21
Goa,South Goa,2025-09,15
Goa,South Goa,2025-10,17
Goa,South Goa,2025-11,19
Goa,South Goa,2025-12,23
Goa,South Goa,NaT,306
Gujarat,Ahmadabad,2025-01,5728
Gujarat,Ahmadabad,2025-02,13
Gujarat,Ahmadabad,2025-03,18
Gujarat,Ahmadabad,2025-04,18
Gujarat,Ahmadabad,2025-05,1
Gujarat,Ahmadabad,2025-06,18
Gujarat,Ahmadabad,2025-08,26
Gujarat,Ahmadabad,2025-09,21
Gujarat,Ahmadabad,2025-10,22
Gujarat,Ahmadabad,2025-11,20
Gujarat,Ahmadabad,2025-12,22
Gujarat,Ahmadabad,NaT,233
Gujarat,Ahmedabad,2025-01,2512
Gujarat,Ahmedabad,2025-02,386
Gujarat,Ahmedabad,2025-03,366
Gujarat,Ahmedabad,2025-04,292
Gujarat,Ahmedabad,2025-05,32
Gujarat,Ahmedabad,2025-06,234
Gujarat,Ahmedabad,2025-07,12
Gujarat,Ahmedabad,2025-08,322
Gujarat,Ahmedabad,2025-09,315
Gujarat,Ahmedabad,2025-10,382
Gujarat,Ahmedabad,2025-11,376
Gujarat,Ahmedabad,2025-12,314
Gujarat,Ahmedabad,NaT,4401
Gujarat,Amreli,2025-01,1068
Gujarat,Amreli,2025-02,61
Gujarat,Amreli,2025-03,72
Gujarat,Amreli,2025-04,54
Gujarat,Amreli,2025-06,49
Gujarat,Amreli,2025-07,1
Gujarat,Amreli,2025-08,60
Gujarat,Amreli,2025-09,60
Gujarat,Amreli,2025-10,74
Gujarat,Amreli,2025-11,68
Gujarat,Amreli,2025-12,54
Gujarat,Amreli,NaT,812
Gujarat,Anand,2025-01,1832
Gujarat,Anand,2025-02,105
Gujarat,Anand,2025-03,104
Gujarat,Anand,2025-04,48
Gujarat,Anand,2025-06,27
Gujarat,Anand,2025-08,92
Gujarat,Anand,2025-09,109
Gujarat,Anand,2025-10,108
Gujarat,Anand,2025-11,98
Gujarat,Anand,2025-12,109
Gujarat,Anand,NaT,1430
Gujarat,Arvalli,2025-01,843
Gujarat,Arvalli,2025-02,26
Gujarat,Arvalli,2025-03,27
Gujarat,Arvalli,2025-04,23
Gujarat,Arvalli,2025-05,2
Gujarat,Arvalli,2025-06,6
Gujarat,Arvalli,2025-08,34
Gujarat,Arvalli,2025-09,48
Gujarat,Arvalli,2025-10,28
Gujarat,Arvalli,2025-11,43
Gujarat,Arvalli,2025-12,35
Gujarat,Arvalli,NaT,421
Gujarat,Banas Kantha,2025-01,12521
Gujarat,Banas Kantha,2025-02,1
Gujarat,Banas Kantha,2025-03,2
Gujarat,Banas Kantha,2025-04,1
Gujarat,Banas Kantha,2025-06,1
Gujarat,Banas Kantha,2025-09,3
Gujarat,Banas Kantha,2025-10,6
Gujarat,Banas Kantha,2025-12,6
Gujarat,Banas Kantha,NaT,865
Gujarat,Banaskantha,2025-01,6460
Gujarat,Banaskantha,2025-02,311
Gujarat,Banaskantha,2025-03,235
Gujarat,Banaskantha,2025-04,241
Gujarat,Banaskantha,2025-05,3
Gujarat,Banaskantha,2025-06,108
Gujarat,Banaskantha,2025-08,38
Gujarat,Banaskantha,2025-09,147
Gujarat,Banaskantha,2025-10,204
Gujarat,Banaskantha,2025-11,257
Gujarat,Banaskantha,2025-12,225
Gujarat,Banaskantha,NaT,3678
Gujarat,Bharuch,2025-01,718
Gujarat,Bharuch,2025-02,88
Gujarat,Bharuch,2025-03,83
Gujarat,Bharuch,2025-04,36
Gujarat,Bharuch,2025-05,1
Gujarat,Bharuch,2025-06,15
Gujarat,Bharuch,2025-08,76
Gujarat,Bharuch,2025-09,83
Gujarat,Bharuch,2025-10,75
Gujarat,Bharuch,2025-11,95
Gujarat,Bharuch,2025-12,87
Gujarat,Bharuch,NaT,957
Gujarat,Bhavnagar,2025-01,3192
Gujarat,Bhavnagar,2025-02,186
Gujarat,Bhavnagar,2025-03,131
Gujarat,Bhavnagar,2025-04,107
Gujarat,Bhavnagar,2025-05,7
Gujarat,Bhavnagar,2025-06,130
Gujarat,Bhavnagar,2025-07,7
Gujarat,Bhavnagar,2025-08,174
Gujarat,Bhavnagar,2025-09,154
Gujarat,Bhavnagar,2025-10,164
Gujarat,Bhavnagar,2025-11,194
Gujarat,Bhavnagar,2025-12,200
Gujarat,Bhavnagar,NaT,1911
Gujarat,Botad,2025-01,1803
Gujarat,Botad,2025-02,29
Gujarat,Botad,2025-03,32
Gujarat,Botad,2025-04,18
Gujarat,Botad,2025-06,11
Gujarat,Botad,2025-08,35
Gujarat,Botad,2025-09,39
Gujarat,Botad,2025-10,25
Gujarat,Botad,2025-11,21
Gujarat,Botad,2025-12,34
Gujarat,Botad,NaT,270
Gujarat,Chhotaudepur,2025-01,2717
Gujarat,Chhotaudepur,2025-02,20
Gujarat,Chhotaudepur,2025-03,19
Gujarat,Chhotaudepur,2025-04,13
Gujarat,Chhotaudepur,2025-05,1
Gujarat,Chhotaudepur,2025-06,9
Gujarat,Chhotaudepur,2025-07,1
Gujarat,Chhotaudepur,2025-08,43
Gujarat,Chhotaudepur,2025-09,39
Gujarat,Chhotaudepur,2025-10,60
Gujarat,Chhotaudepur,2025-11,31
Gujarat,Chhotaudepur,2025-12,17
Gujarat,Chhotaudepur,NaT,255
Gujarat,Dahod,2025-01,4365
Gujarat,Dahod,2025-02,160
Gujarat,Dahod,2025-03,147
Gujarat,Dahod,2025-04,30
Gujarat,Dahod,2025-05,11
Gujarat,Dahod,2025-06,60
Gujarat,Dahod,2025-08,195
Gujarat,Dahod,2025-09,133
Gujarat,Dahod,2025-10,164
Gujarat,Dahod,2025-11,174
Gujarat,Dahod,2025-12,150
Gujarat,Dahod,NaT,1645
Gujarat,Dang,2025-01,872
Gujarat,Devbhumi Dwarka,2025-01,1110
Gujarat,Devbhumi Dwarka,2025-02,36
Gujarat,Devbhumi Dwarka,2025-03,28
Gujarat,Devbhumi Dwarka,2025-04,27
Gujarat,Devbhumi Dwarka,2025-06,23
Gujarat,Devbhumi Dwarka,2025-07,1
Gujarat,Devbhumi Dwarka,2025-08,29
Gujarat,Devbhumi Dwarka,2025-09,32
Gujarat,Devbhumi Dwarka,2025-10,26
Gujarat,Devbhumi Dwarka,2025-11,36
Gujarat,Devbhumi Dwarka,2025-12,49
Gujarat,Devbhumi Dwarka,NaT,422
Gujarat,Dohad,2025-01,11238
Gujarat,Dohad,2025-02,51
Gujarat,Dohad,2025-03,36
Gujarat,Dohad,2025-04,9
Gujarat,Dohad,2025-05,8
Gujarat,Dohad,2025-06,18
Gujarat,Dohad,2025-07,1
Gujarat,Dohad,2025-08,60
Gujarat,Dohad,2025-09,33
Gujarat,Dohad,2025-10,36
Gujarat,Dohad,2025-11,42
Gujarat,Dohad,2025-12,41
Gujarat,Dohad,NaT,540
Gujarat,Gandhinagar,2025-01,1997
Gujarat,Gandhinagar,2025-02,76
Gujarat,Gandhinagar,2025-03,60
Gujarat,Gandhinagar,2025-04,64
Gujarat,Gandhinagar,2025-05,8
Gujarat,Gandhinagar,2025-06,38
Gujarat,Gandhinagar,2025-07,1
Gujarat,Gandhinagar,2025-08,51
Gujarat,Gandhinagar,2025-09,78
Gujarat,Gandhinagar,2025-10,90
Gujarat,Gandhinagar,2025-11,82
Gujarat,Gandhinagar,2025-12,65
Gujarat,Gandhinagar,NaT,831
Gujarat,Gir Somnath,2025-01,3358
Gujarat,Gir Somnath,2025-02,35
Gujarat,Gir Somnath,2025-03,37
Gujarat,Gir Somnath,2025-04,37
Gujarat,Gir Somnath,2025-06,30
Gujarat,Gir Somnath,2025-08,62
Gujarat,Gir Somnath,2025-09,71
Gujarat,Gir Somnath,2025-10,66
Gujarat,Gir Somnath,2025-11,51
Gujarat,Gir Somnath,2025-12,54
Gujarat,Gir Somnath,NaT,643
Gujarat,Jamnagar,2025-01,1959
Gujarat,Jamnagar,2025-02,71
Gujarat,Jamnagar,2025-03,64
Gujarat,Jamnagar,2025-04,73
Gujarat,Jamnagar,2025-05,1
Gujarat,Jamnagar,2025-06,40
Gujarat,Jamnagar,2025-07,8
Gujarat,Jamnagar,2025-08,46
Gujarat,Jamnagar,2025-09,70
Gujarat,Jamnagar,2025-10,88
Gujarat,Jamnagar,2025-11,75
Gujarat,Jamnagar,2025-12,82
Gujarat,Jamnagar,NaT,1380
Gujarat,Junagadh,2025-01,410
Gujarat,Junagadh,2025-02,122
Gujarat,Junagadh,2025-03,113
Gujarat,Junagadh,2025-04,110
Gujarat,Junagadh,2025-05,4
Gujarat,Junagadh,2025-06,68
Gujarat,Junagadh,2025-08,99
Gujarat,Junagadh,2025-09,129
Gujarat,Junagadh,2025-10,140
Gujarat,Junagadh,2025-11,126
Gujarat,Junagadh,2025-12,108
Gujarat,Junagadh,NaT,1349
Gujarat,Kachchh,2025-01,3244
Gujarat,Kachchh,2025-02,109
Gujarat,Kachchh,2025-03,119
Gujarat,Kachchh,2025-04,87
Gujarat,Kachchh,2025-05,2
Gujarat,Kachchh,2025-06,93
Gujarat,Kachchh,2025-08,7
Gujarat,Kachchh,2025-09,29
Gujarat,Kachchh,2025-10,86
Gujarat,Kachchh,2025-11,101
Gujarat,Kachchh,2025-12,111
Gujarat,Kachchh,NaT,1652
Gujarat,Kheda,2025-01,1579
Gujarat,Kheda,2025-02,110
Gujarat,Kheda,2025-03,136
Gujarat,Kheda,2025-04,63
Gujarat,Kheda,2025-05,1
Gujarat,Kheda,2025-06,52
Gujarat,Kheda,2025-08,73
Gujarat,Kheda,2025-09,132
Gujarat,Kheda,2025-10,177
Gujarat,Kheda,2025-11,159
Gujarat,Kheda,2025-12,124
Gujarat,Kheda,NaT,1644
Gujarat,Mahesana,2025-01,2005
Gujarat,Mahesana,2025-02,68
Gujarat,Mahesana,2025-03,60
Gujarat,Mahesana,2025-04,68
Gujarat,Mahesana,2025-05,2
Gujarat,Mahesana,2025-06,44
Gujarat,Mahesana,2025-07,1
Gujarat,Mahesana,2025-08,73
Gujarat,Mahesana,2025-09,78
Gujarat,Mahesana,2025-10,125
Gujarat,Mahesana,2025-11,109
Gujarat,Mahesana,2025-12,114
Gujarat,Mahesana,NaT,1109
Gujarat,Mahisagar,2025-01,891
Gujarat,Mahisagar,2025-02,52
Gujarat,Mahisagar,2025-03,32
Gujarat,Mahisagar,2025-04,9
Gujarat,Mahisagar,2025-05,3
Gujarat,Mahisagar,2025-06,15
Gujarat,Mahisagar,2025-08,48
Gujarat,Mahisagar,2025-09,38
Gujarat,Mahisagar,2025-10,45
Gujarat,Mahisagar,2025-11,37
Gujarat,Mahisagar,2025-12,35
Gujarat,Mahisagar,NaT,497
Gujarat,Morbi,2025-01,5748
Gujarat,Morbi,2025-02,54
Gujarat,Morbi,2025-03,56
Gujarat,Morbi,2025-04,32
Gujarat,Morbi,2025-05,2
Gujarat,Morbi,2025-06,22
Gujarat,Morbi,2025-08,11
Gujarat,Morbi,2025-09,42
Gujarat,Morbi,2025-10,76
Gujarat,Morbi,2025-11,57
Gujarat,Morbi,2025-12,49
Gujarat,Morbi,NaT,735
Gujarat,Narmada,2025-01,40
Gujarat,Narmada,2025-02,44
Gujarat,Narmada,2025-03,32
Gujarat,Narmada,2025-04,11
Gujarat,Narmada,2025-06,8
Gujarat,Narmada,2025-08,40
Gujarat,Narmada,2025-09,34
Gujarat,Narmada,2025-10,40
Gujarat,Narmada,2025-11,38
Gujarat,Narmada,2025-12,26
Gujarat,Narmada,NaT,311
Gujarat,Navsari,2025-01,652
Gujarat,Navsari,2025-02,37
Gujarat,Navsari,2025-03,39
Gujarat,Navsari,2025-04,19
Gujarat,Navsari,2025-05,1
Gujarat,Navsari,2025-06,35
Gujarat,Navsari,2025-08,73
Gujarat,Navsari,2025-09,53
Gujarat,Navsari,2025-10,53
Gujarat,Navsari,2025-11,53
Gujarat,Navsari,2025-12,51
Gujarat,Navsari,NaT,512
Gujarat,Panch Mahals,2025-01,1324
Gujarat,Panch Mahals,2025-02,2
Gujarat,Panch Mahals,2025-03,2
Gujarat,Panch Mahals,2025-04,1
Gujarat,Panch Mahals,2025-06,4
Gujarat,Panch Mahals,2025-08,3
Gujarat,Panch Mahals,2025-10,1
Gujarat,Panch Mahals,NaT,23
Gujarat,Panchmahals,2025-01,1456
Gujarat,Panchmahals,2025-02,71
Gujarat,Panchmahals,2025-03,112
Gujarat,Panchmahals,2025-04,25
Gujarat,Panchmahals,2025-05,5
Gujarat,Panchmahals,2025-06,41
Gujarat,Panchmahals,2025-07,5
Gujarat,Panchmahals,2025-08,144
Gujarat,Panchmahals,2025-09,100
Gujarat,Panchmahals,2025-10,140
Gujarat,Panchmahals,2025-11,117
Gujarat,Panchmahals,2025-12,135
Gujarat,Panchmahals,NaT,1472
Gujarat,Patan,2025-01,5069
Gujarat,Patan,2025-02,125
Gujarat,Patan,2025-03,100
Gujarat,Patan,2025-04,82
Gujarat,Patan,2025-05,3
Gujarat,Patan,2025-06,93
Gujarat,Patan,2025-08,20
Gujarat,Patan,2025-09,85
Gujarat,Patan,2025-10,109
Gujarat,Patan,2025-11,89
Gujarat,Patan,2025-12,131
Gujarat,Patan,NaT,1210
Gujarat,Porbandar,2025-01,1255
Gujarat,Porbandar,2025-02,30
Gujarat,Porbandar,2025-03,27
Gujarat,Porbandar,2025-04,28
Gujarat,Porbandar,2025-06,18
Gujarat,Porbandar,2025-08,20
Gujarat,Porbandar,2025-09,42
Gujarat,Porbandar,2025-10,20
Gujarat,Porbandar,2025-11,15
Gujarat,Porbandar,2025-12,35
Gujarat,Porbandar,NaT,360
Gujarat,Rajkot,2025-01,8581
Gujarat,Rajkot,2025-02,163
Gujarat,Rajkot,2025-03,183
Gujarat,Rajkot,2025-04,148
Gujarat,Rajkot,2025-05,12
Gujarat,Rajkot,2025-06,55
Gujarat,Rajkot,2025-07,2
Gujarat,Rajkot,2025-08,131
Gujarat,Rajkot,2025-09,166
Gujarat,Rajkot,2025-10,166
Gujarat,Rajkot,2025-11,158
Gujarat,Rajkot,2025-12,170
Gujarat,Rajkot,NaT,2387
Gujarat,Sabar Kantha,2025-01,2280
Gujarat,Sabar Kantha,2025-02,2
Gujarat,Sabar Kantha,2025-03,2
Gujarat,Sabar Kantha,2025-04,1
Gujarat,Sabar Kantha,2025-06,2
Gujarat,Sabar Kantha,2025-08,5
Gujarat,Sabar Kantha,2025-09,4
Gujarat,Sabar Kantha,2025-10,4
Gujarat,Sabar Kantha,2025-11,5
Gujarat,Sabar Kantha,2025-12,2
Gujarat,Sabar Kantha,NaT,40
Gujarat,Sabarkantha,2025-01,958
Gujarat,Sabarkantha,2025-02,111
Gujarat,Sabarkantha,2025-03,106
Gujarat,Sabarkantha,2025-04,74
Gujarat,Sabarkantha,2025-05,2
Gujarat,Sabarkantha,2025-06,19
Gujarat,Sabarkantha,2025-08,79
Gujarat,Sabarkantha,2025-09,107
Gujarat,Sabarkantha,2025-10,156
Gujarat,Sabarkantha,2025-11,85
Gujarat,Sabarkantha,2025-12,106
Gujarat,Sabarkantha,NaT,1288
Gujarat,Surat,2025-01,10838
Gujarat,Surat,2025-02,309
Gujarat,Surat,2025-03,317
Gujarat,Surat,2025-04,256
Gujarat,Surat,2025-05,47
Gujarat,Surat,2025-06,59
Gujarat,Surat,2025-07,38
Gujarat,Surat,2025-08,285
Gujarat,Surat,2025-09,289
Gujarat,Surat,2025-10,357
Gujarat,Surat,2025-11,327
Gujarat,Surat,2025-12,314
Gujarat,Surat,NaT,3694
Gujarat,Surendra Nagar,2025-01,1253
Gujarat,Surendra Nagar,2025-02,138
Gujarat,Surendra Nagar,2025-03,132
Gujarat,Surendra Nagar,2025-04,84
Gujarat,Surendra Nagar,2025-06,96
Gujarat,Surendra Nagar,2025-07,1
Gujarat,Surendra Nagar,2025-08,69
Gujarat,Surendra Nagar,2025-09,135
Gujarat,Surendra Nagar,2025-10,159
Gujarat,Surendra Nagar,2025-11,169
Gujarat,Surendra Nagar,2025-12,154
Gujarat,Surendra Nagar,NaT,1834
Gujarat,Surendranagar,2025-01,1312
Gujarat,Surendranagar,2025-02,4
Gujarat,Surendranagar,2025-03,1
Gujarat,Surendranagar,2025-04,2
Gujarat,Surendranagar,2025-06,6
Gujarat,Surendranagar,2025-08,1
Gujarat,Surendranagar,2025-09,4
Gujarat,Surendranagar,2025-10,7
Gujarat,Surendranagar,2025-11,2
Gujarat,Surendranagar,2025-12,1
Gujarat,Surendranagar,NaT,30
Gujarat,Tapi,2025-01,131
Gujarat,Tapi,2025-02,50
Gujarat,Tapi,2025-03,35
Gujarat,Tapi,2025-04,29
Gujarat,Tapi,2025-05,1
Gujarat,Tapi,2025-06,7
Gujarat,Tapi,2025-08,49
Gujarat,Tapi,2025-09,84
Gujarat,Tapi,2025-10,81
Gujarat,Tapi,2025-11,91
Gujarat,Tapi,2025-12,55
Gujarat,Tapi,NaT,708
Gujarat,The Dangs,2025-01,414
Gujarat,The Dangs,2025-02,38
Gujarat,The Dangs,2025-03,24
Gujarat,The Dangs,2025-04,20
Gujarat,The Dangs,2025-06,8
Gujarat,The Dangs,2025-08,28
Gujarat,The Dangs,2025-09,43
Gujarat,The Dangs,2025-10,33
Gujarat,The Dangs,2025-11,26
Gujarat,The Dangs,2025-12,26
Gujarat,The Dangs,NaT,278
Gujarat,Vadodara,2025-01,2857
Gujarat,Vadodara,2025-02,151
Gujarat,Vadodara,2025-03,161
Gujarat,Vadodara,2025-04,115
Gujarat,Vadodara,2025-05,6
Gujarat,Vadodara,2025-06,53
Gujarat,Vadodara,2025-07,7
Gujarat,Vadodara,2025-08,161
Gujarat,Vadodara,2025-09,184
Gujarat,Vadodara,2025-10,210
Gujarat,Vadodara,2025-11,184
Gujarat,Vadodara,2025-12,171
Gujarat,Vadodara,NaT,2676
Gujarat,Valsad,2025-01,2240
Gujarat,Valsad,2025-02,106
Gujarat,Valsad,2025-03,98
Gujarat,Valsad,2025-04,38
Gujarat,Valsad,2025-05,7
Gujarat,Valsad,2025-06,37
Gujarat,Valsad,2025-07,3
Gujarat,Valsad,2025-08,92
Gujarat,Valsad,2025-09,126
Gujarat,Valsad,2025-10,120
Gujarat,Valsad,2025-11,126
Gujarat,Valsad,2025-12,111
Gujarat,Valsad,NaT,1348
Haryana,Ambala,2025-01,300
Haryana,Ambala,2025-02,23
Haryana,Ambala,2025-03,5
Haryana,Ambala,2025-04,13
Haryana,Ambala,2025-05,33
Haryana,Ambala,2025-06,15
Haryana,Ambala,2025-08,62
Haryana,Ambala,2025-09,56
Haryana,Ambala,2025-10,37
Haryana,Ambala,2025-11,41
Haryana,Ambala,2025-12,43
Haryana,Ambala,NaT,718
Haryana,Bhiwani,2025-01,49
Haryana,Bhiwani,2025-02,26
Haryana,Bhiwani,2025-03,54
Haryana,Bhiwani,2025-04,39
Haryana,Bhiwani,2025-05,55
Haryana,Bhiwani,2025-06,39
Haryana,Bhiwani,2025-07,13
Haryana,Bhiwani,2025-08,76
Haryana,Bhiwani,2025-09,58
Haryana,Bhiwani,2025-10,45
Haryana,Bhiwani,2025-11,38
Haryana,Bhiwani,2025-12,58
Haryana,Bhiwani,NaT,860
Haryana,Charkhi Dadri,2025-01,11
Haryana,Charkhi Dadri,2025-02,5
Haryana,Charkhi Dadri,2025-03,11
Haryana,Charkhi Dadri,2025-04,5
Haryana,Charkhi Dadri,2025-05,12
Haryana,Charkhi Dadri,2025-06,10
Haryana,Charkhi Dadri,2025-07,2
Haryana,Charkhi Dadri,2025-08,20
Haryana,Charkhi Dadri,2025-09,23
Haryana,Charkhi Dadri,2025-10,22
Haryana,Charkhi Dadri,2025-11,9
Haryana,Charkhi Dadri,2025-12,10
Haryana,Charkhi Dadri,NaT,199
Haryana,Faridabad,2025-01,9120
Haryana,Faridabad,2025-02,109
Haryana,Faridabad,2025-03,77
Haryana,Faridabad,2025-04,123
Haryana,Faridabad,2025-05,109
Haryana,Faridabad,2025-06,88
Haryana,Faridabad,2025-07,48
Haryana,Faridabad,2025-08,105
Haryana,Faridabad,2025-09,279
Haryana,Faridabad,2025-10,136
Haryana,Faridabad,2025-11,108
Haryana,Faridabad,2025-12,115
Haryana,Faridabad,NaT,1702
Haryana,Fatehabad,2025-01,33
Haryana,Fatehabad,2025-02,23
Haryana,Fatehabad,2025-03,15
Haryana,Fatehabad,2025-04,13
Haryana,Fatehabad,2025-05,19
Haryana,Fatehabad,2025-06,24
Haryana,Fatehabad,2025-08,39
Haryana,Fatehabad,2025-09,42
Haryana,Fatehabad,2025-10,40
Haryana,Fatehabad,2025-11,18
Haryana,Fatehabad,2025-12,29
Haryana,Fatehabad,NaT,655
Haryana,Gurgaon,2025-01,1498
Haryana,Gurgaon,2025-02,59
Haryana,Gurgaon,2025-03,69
Haryana,Gurgaon,2025-04,54
Haryana,Gurgaon,2025-05,71
Haryana,Gurgaon,2025-06,106
Haryana,Gurgaon,2025-07,21
Haryana,Gurgaon,2025-08,91
Haryana,Gurgaon,2025-09,121
Haryana,Gurgaon,2025-10,119
Haryana,Gurgaon,2025-11,66
Haryana,Gurgaon,2025-12,86
Haryana,Gurgaon,NaT,1393
Haryana,Gurugram,2025-01,2586
Haryana,Gurugram,2025-09,50
Haryana,Hisar,2025-01,480
Haryana,Hisar,2025-02,39
Haryana,Hisar,2025-03,60
Haryana,Hisar,2025-04,46
Haryana,Hisar,2025-05,59
Haryana,Hisar,2025-06,37
Haryana,Hisar,2025-07,4
Haryana,Hisar,2025-08,93
Haryana,Hisar,2025-09,92
Haryana,Hisar,2025-10,89
Haryana,Hisar,2025-11,70
Haryana,Hisar,2025-12,84
Haryana,Hisar,NaT,1341
Haryana,Jhajjar,2025-01,38
Haryana,Jhajjar,2025-02,18
Haryana,Jhajjar,2025-03,34
Haryana,Jhajjar,2025-04,35
Haryana,Jhajjar,2025-05,41
Haryana,Jhajjar,2025-06,30
Haryana,Jhajjar,2025-07,1
Haryana,Jhajjar,2025-08,42
Haryana,Jhajjar,2025-09,65
Haryana,Jhajjar,2025-10,46
Haryana,Jhajjar,2025-11,43
Haryana,Jhajjar,2025-12,52
Haryana,Jhajjar,NaT,726
Haryana,Jhajjar *,2025-04,1
Haryana,Jind,2025-01,63
Haryana,Jind,2025-02,48
Haryana,Jind,2025-03,46
Haryana,Jind,2025-04,48
Haryana,Jind,2025-05,69
Haryana,Jind,2025-06,36
Haryana,Jind,2025-07,1
Haryana,Jind,2025-08,95
Haryana,Jind,2025-09,103
Haryana,Jind,2025-10,76
Haryana,Jind,2025-11,72
